trades,win_rate,loss_rate,be_rate,avg_r,median_r,avg_winner_r,median_winner_r,avg_loser_r,median_loser_r,realized_rr,profit_factor,gross_profit,gross_loss,net_pnl,expectancy_r,max_dd_r,max_dd_pct,longest_losing_streak,worst_day_r,worst_week_r,worst_month_r,stdev_r,downside_dev_r,avg_mfe_r,avg_mae_r,median_mfe_r,median_mae_r,pct_reach_0p5r,pct_reach_1r,pct_reach_2r,pct_stopped_before_0p5r,ambiguous_share,halt_share,participation_capped_share,sessions,variant,year
137,0.16058394160583941,0.8175182481751825,0.021897810218978103,-1.7049010889651364,-2.0146137669150823,0.8085366987669604,0.8724387678507661,-2.244725962771211,-2.124334791606797,0.3601939444620612,0.09549584205595577,312.86036573689773,3276.167412122271,-2963.307046385373,-1.7049010889651364,-234.422026830201,-27560.33256238098,23,-11.526048978779915,-16.796906461852153,-32.86871287879189,1.3772155984293861,1.1427772543110761,0.7542038468815453,-1.8715641348929066,0.2386012678388564,-1.8050806789833749,0.3795620437956204,0.2846715328467153,0.17518248175182483,0.6204379562043796,0.4233576642335766,0.0,0.0072992700729927005,76,B,2018
157,0.16560509554140126,0.8152866242038217,0.01910828025477707,-1.6942632955217038,-2.1174480059284915,0.7112397730371531,0.7907154623329259,-2.2230401720432975,-2.242265979482953,0.3199401351273919,0.08621846565995393,306.54578419092627,3555.4539488088826,-3248.908164617955,-1.6942632955217038,-265.9993373969075,,38,-22.68736169818639,-31.0548086803159,-37.97932370364657,1.3533429958343293,1.144960758313663,0.8829947385055614,-1.9048729247810354,0.2499684772759511,-1.821447449478459,0.43312101910828027,0.3248407643312102,0.17834394904458598,0.5668789808917197,0.3503184713375796,0.0,0.025477707006369428,87,B,2019
317,0.1892744479495268,0.7854889589905363,0.025236593059936908,-1.4849978315992414,-1.956063861072053,0.7515700604088522,0.8287107846406132,-2.0710353633932077,-2.1221129143946595,0.3628958122556977,0.11273815477241758,857.0259700160607,7601.915888601539,-6744.88991858548,-1.4849978315992414,-470.7443126169595,,15,-17.417744428525634,-29.846225857848594,-59.302994787304925,1.3585574455213052,1.1278630239415328,0.9082822553188831,-1.9141932210047512,0.4082398943266536,-1.7179887678251533,0.47634069400630913,0.35331230283911674,0.1861198738170347,0.5205047318611987,0.38170347003154576,0.0,0.0031545741324921135,137,B,2020
422,0.14691943127962084,0.8341232227488151,0.018957345971563982,-1.5437891144028668,-1.9320220336131335,0.7800503712407335,0.8962391658692871,-1.9885334040299119,-2.048313858157446,0.39227421056136297,0.08692198949065694,965.2586853539541,11104.884862969086,-10139.626177615135,-1.5437891144028668,-651.4790062780098,,23,-16.60663565803666,-30.61994631984515,-81.44993523751697,1.2024445807000144,0.9832773073530519,0.7236886755532783,-1.7794062251069882,0.2655616242261173,-1.7142938308941,0.4004739336492891,0.2985781990521327,0.14691943127962084,0.5995260663507109,0.41706161137440756,0.002369668246445498,0.002369668246445498,154,B,2021
337,0.11275964391691394,0.8635014836795252,0.02373887240356083,-1.8022194950862132,-2.183670289126855,0.6693686533802482,0.6497812413677799,-2.1744201172560533,-2.2687293178429626,0.307837776181421,0.054673315988490824,437.7466292789905,8006.586419070314,-7568.839789791328,-1.8022194950862132,-607.3479698440539,,25,-21.241331899470183,-46.570412043564886,-107.78178056080989,1.2202642219632027,1.0718317383669236,0.7322784765994618,-1.8841335833948831,0.1612083045469529,-1.8099247432989432,0.3649851632047478,0.2789317507418398,0.13056379821958458,0.6350148367952523,0.47181008902077154,0.002967359050445104,0.0,130,B,2022
246,0.1910569105691057,0.7845528455284553,0.024390243902439025,-1.5716209868305742,-1.9966377606157046,0.6544130693472983,0.7603265726908482,-2.162029753357673,-2.159687572010645,0.30268458069597903,0.09195026601171528,517.6938610563916,5630.150770748534,-5112.456909692143,-1.5716209868305742,-386.61876276032126,,20,-15.501566827181062,-31.50817790936656,-61.982006181824715,1.3081886770705724,1.0906308262813798,0.8404518785961044,-1.8793709538444432,0.30393414516803946,-1.7529186256375828,0.43089430894308944,0.3089430894308943,0.16666666666666666,0.5691056910569106,0.4715447154471545,0.0040650406504065045,0.008130081300813009,113,B,2023
221,0.12669683257918551,0.8642533936651584,0.00904977375565611,-1.79847071687428,-2.112587345548498,0.6526301459158838,0.6677980807993453,-2.1762530991438243,-2.212108495627155,0.29988706100987966,0.057883019126016205,308.0006828753899,5321.088767067358,-5013.088084191968,-1.79847071687428,-397.4620284292159,,19,-19.34172368607142,-31.581315274080268,-63.426907044532086,1.2380585625451668,1.0758436221814802,0.7021692105488199,-1.9554323440976227,0.0729600442956271,-1.8078149524679763,0.3755656108597285,0.27149321266968324,0.13574660633484162,0.6244343891402715,0.45248868778280543,0.0,0.004524886877828055,118,B,2024
211,0.1848341232227488,0.7914691943127962,0.023696682464454975,-1.5356554524596515,-1.948778611433416,0.8028355413367573,0.9293325703789124,-2.1276354739598933,-2.176092313415245,0.37733697861435966,0.129532865928389,614.4307583420489,4743.43521961238,-4129.004461270332,-1.5356554524596515,-324.02330046898646,,13,-13.194037263550062,-26.79233033013373,-47.70389790110961,1.3815533455602307,1.1341781233253967,0.8549481309090784,-1.9483371449118645,0.3532314587954529,-1.8431326028241868,0.45023696682464454,0.33175355450236965,0.1848341232227488,0.5497630331753555,0.44075829383886256,0.004739336492890996,0.004739336492890996,129,B,2025
182,0.0989010989010989,0.8681318681318682,0.03296703296703297,-1.8132812009937196,-2.051071975552119,0.5979464663738343,0.4862143448236716,-2.15664438361601,-2.1671031459759162,0.27725779498763137,0.04004231285076881,177.71345375768888,4438.141583379512,-4260.428129621822,-1.8132812009937196,-330.017178580857,,24,-19.90461363242855,-31.458286032681485,-59.875030997061835,1.1998447613046055,1.0831020959373518,0.7880615246556528,-1.9802794601343459,0.2843165036133415,-1.8810241728793833,0.4010989010989011,0.2857142857142857,0.12087912087912088,0.5989010989010989,0.5054945054945055,0.0,0.005494505494505495,89,B,2026
14,0.2857142857142857,0.7142857142857143,0.0,-1.5035517824897249,-1.6628443732097178,0.6929169437066484,0.8612701395931962,-2.382139272968274,-2.2731216839856883,0.2908801141770508,0.18060757364611182,40.79222451834458,225.8610959376164,-185.06887141927183,-1.5035517824897249,-21.961601772655985,,4,-6.691220046834272,-5.7918462171735134,-8.102562500817168,2.0409910806069105,1.8172915142865766,0.919995518236609,-1.421386755796709,0.8017301406116029,-1.3430332990443319,0.5714285714285714,0.5,0.21428571428571427,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,13,C,2016
26,0.19230769230769232,0.7692307692307693,0.038461538461538464,-1.6120391657457882,-1.9366347911139317,0.6795723834544833,0.6106156410894789,-2.267619300855575,-2.2646180135028766,0.2996853939274904,0.11166320559780296,71.56376309479792,640.8893843918626,-569.3256212970649,-1.6120391657457882,-43.03034161470797,-3851.1987899940286,8,-6.498157893762058,-9.347251633907327,-16.350737049714116,1.3395307682684316,1.0944208014481196,0.6057091874558546,-2.0879150285111603,0.0437729681429575,-1.8092261533562533,0.4230769230769231,0.3076923076923077,0.11538461538461539,0.5769230769230769,0.2692307692307692,0.0,0.0,18,C,2017
