trades,win_rate,loss_rate,be_rate,avg_r,median_r,avg_winner_r,median_winner_r,avg_loser_r,median_loser_r,realized_rr,profit_factor,gross_profit,gross_loss,net_pnl,expectancy_r,max_dd_r,max_dd_pct,longest_losing_streak,worst_day_r,worst_week_r,worst_month_r,stdev_r,downside_dev_r,avg_mfe_r,avg_mae_r,median_mfe_r,median_mae_r,pct_reach_0p5r,pct_reach_1r,pct_reach_2r,pct_stopped_before_0p5r,ambiguous_share,halt_share,participation_capped_share,sessions,variant,year
35,0.11428571428571428,0.8285714285714286,0.05714285714285714,-1.3743671727804811,-1.7175927168599705,0.9619685988739488,1.0154894177830018,-1.790332405801564,-1.7648713884007998,0.5373128452329266,0.08580594057510549,71.49752519242989,833.2467975203708,-761.7492723279408,-1.3743671727804811,-48.10285104731684,,13,-4.100346869466579,-4.81597960448172,-10.42623017964011,1.1764418679736277,0.9713381021609595,0.7129827132966846,-1.7051434743207965,0.4163359167022705,-1.6097237009490009,0.4,0.3142857142857143,0.14285714285714285,0.6,0.22857142857142856,0.0,0.0,31,C,2018
37,0.1891891891891892,0.7837837837837838,0.02702702702702703,-1.4026772017511293,-1.828029919084514,0.6765476948044081,0.7191525511720315,-1.9544750045002863,-1.9475531850111365,0.346153157879543,0.0928241247757543,79.963494859519,861.451643661557,-781.488148802038,-1.4026772017511293,-52.618209015963814,-7316.696426955565,14,-5.034095390320202,-6.291134007007562,-8.280272872640982,1.205537821533177,0.9703411676377485,0.8760465171474205,-1.6905561233074888,0.3035656457648698,-1.6054420622097916,0.43243243243243246,0.32432432432432434,0.13513513513513514,0.5675675675675675,0.21621621621621623,0.02702702702702703,0.08108108108108109,31,C,2019
53,0.05660377358490566,0.8867924528301887,0.05660377358490566,-1.746333972972912,-1.777500261450264,0.3828944510371819,0.42645879390685,-1.9911240138873336,-1.86353192545484,0.19230065448793673,0.00920674005258019,13.634560676847327,1480.932512374588,-1467.2979516977405,-1.746333972972912,-92.55570056756433,,18,-11.082512492594287,-11.082512492594287,-14.623786143902326,0.9895069985287948,0.9432849231671966,0.6492923427763501,-1.8209845273741905,0.1183869409580038,-1.635493468869598,0.41509433962264153,0.24528301886792453,0.09433962264150944,0.5849056603773585,0.33962264150943394,0.03773584905660377,0.05660377358490566,39,C,2020
111,0.22522522522522523,0.7567567567567568,0.018018018018018018,-1.2667360833425745,-1.7378621464079156,0.7088202300706244,0.8956541784794113,-1.8853138172047,-1.933841536971224,0.3759693604333583,0.1401378219978123,380.33955420396376,2714.0392849112586,-2333.6997307072943,-1.2667360833425745,-140.60770525102578,,22,-6.5836067894040475,-8.761405167084101,-19.539448941167876,1.2765091858118434,1.0161031231846134,0.816069176120492,-1.6842384608320065,0.32004062767193,-1.598598892798407,0.44144144144144143,0.36036036036036034,0.14414414414414414,0.5585585585585585,0.3153153153153153,0.009009009009009009,0.009009009009009009,77,C,2021
66,0.15151515151515152,0.8484848484848485,0.0,-1.7410786528106614,-2.2506224209021988,0.7114572206474363,0.673541919538284,-2.1790314873567502,-2.4081587457732443,0.3265015786946987,0.09617121529752234,143.077836694668,1487.7407574816632,-1344.6629207869953,-1.7410786528106614,-115.25322183540614,-33696.742725111544,12,-5.629678035855405,-8.711746413879455,-22.256260758405407,1.3181001179309042,1.1152611163090018,0.8792713255390522,-1.8470170465722313,0.1789448569180147,-1.8695157121221826,0.3787878787878788,0.3181818181818182,0.18181818181818182,0.6212121212121212,0.3939393939393939,0.0,0.015151515151515152,48,C,2022
58,0.13793103448275862,0.8448275862068966,0.017241379310344827,-1.6179101159788816,-1.904150781976742,0.8045937442471778,0.9676376647185192,-2.046839913004779,-2.000316271042696,0.393090704913032,0.09854435515070341,134.31733814960955,1363.0140249454034,-1228.696686795794,-1.6179101159788816,-94.06547127827218,,17,-7.485366789468201,-9.01117807681717,-22.34275751777657,1.445718588164899,1.2652829710339535,0.7880165066081589,-1.8905917316416017,0.2196037713116436,-1.9206291792513137,0.41379310344827586,0.29310344827586204,0.10344827586206896,0.5862068965517241,0.3620689655172414,0.017241379310344827,0.05172413793103448,47,C,2023
46,0.21739130434782608,0.7608695652173914,0.021739130434782608,-1.3721667144440413,-1.8488769032940864,0.7031645736152454,0.720763954215234,-2.0032013481588646,-2.116978302104446,0.35102041752394064,0.12907959354160314,134.93880289682895,1045.392220369344,-910.4534174725147,-1.3721667144440413,-63.1196688644259,,11,-3.9524499615157436,-5.242597539369435,-10.00530104594398,1.2784311570444884,1.0250785126669444,0.8457677481380117,-1.8669588929207195,0.3738095452510921,-1.7030522686161453,0.45652173913043476,0.34782608695652173,0.21739130434782608,0.5434782608695652,0.391304347826087,0.0,0.0,42,C,2024
39,0.2564102564102564,0.7435897435897436,0.0,-1.333984725052735,-1.792344908593663,0.8066021656224024,0.9709996509418581,-2.0721181356303693,-2.1160298709876,0.38926456544767507,0.19775191229088632,174.0398282330881,880.0917584912222,-706.0519302581341,-1.333984725052735,-52.025404277056666,,8,-4.909643660805174,-6.943804933250478,-12.181668231247691,1.4560438227869907,1.1385692584412601,0.8402373536455426,-1.708011387655942,0.5081180103101485,-1.8675873805505872,0.5128205128205128,0.3076923076923077,0.20512820512820512,0.48717948717948717,0.2564102564102564,0.02564102564102564,0.05128205128205128,31,C,2025
48,0.14583333333333334,0.8541666666666666,0.0,-1.6177831130512195,-1.8764801389045527,0.5299358728874223,0.45553226281962,-1.9844668423578167,-1.964207201342438,0.26704193870923354,0.05069654709280764,60.417009171851504,1191.7381485813837,-1131.3211394095322,-1.6177831130512195,-77.65358942645854,,11,-5.928772855820894,-8.039070791396806,-21.794717373550366,1.1133747214490672,0.957765265413161,0.6549506338781681,-1.804321748960165,0.19125260964519075,-1.6915827349464738,0.3541666666666667,0.2708333333333333,0.125,0.6458333333333334,0.4791666666666667,0.0,0.041666666666666664,39,C,2026
4,0.0,1.0,0.0,-2.758834045763458,-2.1223491569255333,,,-2.758834045763458,-2.1223491569255333,,0.0,0.0,34.99428014847807,-34.99428014847807,-2.758834045763458,-11.035336183053833,,4,-6.691220046834272,-6.691220046834272,-6.691220046834272,2.8907231268393097,2.8907231268393097,1.0365140616278141,-1.422624282893762,1.1026903846507947,-1.2382384314661057,0.75,0.75,0.0,0.25,0.25,0.0,0.5,4,D,2016
