sym,day,ts,et,kind,scan_ts,gap_pct,price,rvol_at_time,cum_volume,cum_dollar_volume,dollar_per_min_20,impulse_start_bar,impulse_peak_bar,push_start_price,push_peak,push_pct,push_atr,push_efficiency,push_rvol,push_dollar_volume,push_bars,pullback_number,pullback_bars,red_pullback_bars,pullback_low,pullback_depth_pct,pullback_volume_ratio,trigger,stop,uses_atr_stop,risk_per_share,risk_pct,risk_atr,target_t1,target_t2,planned_shares,vwap,ema9,ema20,macd,macd_hist,atr,confluence_count,support_reasons,hod_at_time,room_to_hod_r,is_new_high_trigger,halt_band_width,variant,gate_impulse,gate_pullback_structure,gate_retracement,gate_risk_structural,gate_momentum,gate_confluence,gate_pb_volume,gate_hod_room,gate_halt_band,passes_variant
AMIX,2026-07-29,1785343020,2026-07-29T12:37:00-04:00,pullback,1785332100,85.41818098588423,5.098999977111816,269.58315035669057,59178354.0,310482329.2968378,224169.5210274458,507,512,4.769999980926514,5.170000076293945,8.385746267649598,4.60047880974711,1.0,2.6424802878358724,442702.593875885,5,2,1,1,5.090000152587891,19.999976158147774,1.1985264807038036,5.179899940490722,5.080000152587891,False,0.0998997879028316,1.928604587936645,1.1556578822640025,5.279799728393554,5.379699516296386,133,5.231320820135562,4.984976360977856,4.917425173130351,0.05677372677097825,0.032510734235575954,0.08644408473822891,0,,7.25,20.72176631168405,False,1.0197999954223633,A,True,True,True,True,False,False,False,True,True,True
AMIX,2026-07-29,1785343440,2026-07-29T12:44:00-04:00,pullback,1785332100,90.54182226007636,5.2399001121521,271.6124356837452,59967680.0,314569924.4079013,367560.6891407251,516,519,5.0,5.449900150299072,8.998003005981445,4.147442645236008,1.0,2.839084038792125,768456.2497030895,3,3,1,1,5.159999847412109,64.43658725036009,1.0020746745754114,5.290000209808349,5.14999984741211,False,0.1400003623962398,2.64650958116525,1.2808857013103483,5.430000572204589,5.570000934600829,117,5.230717105529875,5.117309870561915,5.025123843375443,0.09012214187593237,0.027508835340813054,0.10929965277387295,1,vwap,7.25,13.999962261842638,False,1.0479800224304199,A,True,True,False,True,True,True,False,True,True,False
AMIX,2026-07-29,1785348000,2026-07-29T14:00:00-04:00,pullback,1785332100,51.81818875399503,4.175000190734863,,64685739.0,337683847.70349836,226777.0718865633,594,595,3.930000066757202,4.420000076293945,12.468193415097357,3.4832173206305335,1.0,4.104655866397813,569104.522184372,1,1,1,1,4.159999847412109,53.061270167656915,0.678759854911718,4.348600158691406,4.20521663096665,True,0.14338352772475638,3.2972341096520537,1.0000000000000004,4.491983686416162,4.635367214140919,116,5.207754694623188,4.374953938917014,4.53839792099515,-0.15740884641162545,-0.05513141795232043,0.14338352772475632,0,,7.25,20.235238226794184,False,0.8350000381469727,A,True,True,False,False,False,False,True,True,True,False
AMIX,2026-07-29,1785349560,2026-07-29T14:26:00-04:00,pullback,1785332100,66.1781831221147,4.569900035858154,,65948406.0,343140653.45554495,199654.05150427818,619,621,4.331399917602539,4.690000057220459,8.279081738922129,3.2395659930611505,1.0,2.235299638855207,467990.8675789833,2,2,1,1,4.53000020980835,44.61789880578002,0.40059567403935353,4.60000015258789,4.52000020980835,False,0.07999994277954059,1.7391291331704375,0.7471540619515785,4.680000095367431,4.760000038146972,142,5.190801399444112,4.446074265049264,4.388495506462656,0.02885468134303526,0.04487326097538318,0.10707288744516685,0,,7.25,33.125021785513425,False,0.9139800071716309,A,True,True,True,True,False,False,True,True,True,True
AMIX,2026-07-29,1785354780,2026-07-29T15:53:00-04:00,pullback,1785332100,59.272731434215196,4.380000114440918,377.97993003130176,67742697.0,350987518.2904706,86957.71937692165,706,708,4.110000133514404,4.440000057220459,8.02919496316114,4.35358473966544,1.0,3.5133952022412887,218708.5066974163,2,1,1,0,4.275000095367432,50.0,0.5475404933964615,4.390000114440918,4.312114782619163,True,0.07788533182175517,1.774153298209518,0.9999999999999984,4.467885446262673,4.545770778084428,143,5.16910966552816,4.277567702962733,4.279570332915473,-0.0135092611337706,0.015049580961977567,0.07788533182175529,0,,7.25,36.72064840276148,False,0.8760000228881837,A,True,False,True,True,False,False,True,True,True,False
AMIX,2026-07-29,1785354840,2026-07-29T15:54:00-04:00,pullback,1785332100,58.54545940052379,4.360000133514404,376.1722941656444,67770072.0,351106873.29412556,91544.9653118372,706,708,4.110000133514404,4.440000057220459,8.02919496316114,4.35358473966544,1.0,3.5133952022412887,218708.5066974163,2,1,2,1,4.275000095367432,50.0,0.5466334413157239,4.395000228881836,4.318749541820507,True,0.07625068706132865,1.7349415947750277,1.000000000000001,4.471250915943164,4.547501603004493,144,5.1687821610881,4.2940541890730675,4.287230313924895,-0.005617023426113477,0.018353454935707756,0.07625068706132856,0,,7.25,37.44228257014759,False,0.8720000267028809,A,True,True,True,True,False,False,True,True,True,True
AMIX,2026-07-29,1785355080,2026-07-29T15:58:00-04:00,pullback,1785332100,65.45455239035867,4.550000190734863,289.8936057852014,68068758.0,352458922.65875435,152677.3771971941,707,714,4.190000057220459,4.649899959564209,10.97613117095841,5.349865176215299,0.8947369741930788,3.7012289955032625,267985.6289087931,6,2,1,1,4.54010009765625,23.874730424684802,1.291520604724985,4.659899959564209,4.573935194622393,True,0.08596476494181537,1.8447770486011625,1.000000000000004,4.745864724506024,4.8318294894478395,139,5.165911969666166,4.431852666217864,4.364297946213079,0.05004594592397371,0.04044309304607552,0.08596476494181503,0,,7.25,30.12978680496459,False,0.9100000381469727,A,True,True,True,True,False,False,False,True,True,True
AMIX,2026-07-29,1785355140,2026-07-29T15:59:00-04:00,pullback,1785332100,66.00000208074395,4.565000057220459,376.61806959961984,68159585.0,352873547.9189515,169910.7155028105,707,714,4.190000057220459,4.649899959564209,10.97613117095841,5.349865176215299,0.8947369741930788,3.7012289955032625,267985.6289087931,6,2,2,1,4.465000152587891,40.20435882548109,1.4235929524875253,4.609999904632568,4.520532640611977,True,0.08946726402059113,1.9407216024166483,1.0000000000000022,4.699467168653159,4.78893443267375,138,5.165082343923324,4.458482144418383,4.383412432975686,0.05928485608331968,0.03974560256433719,0.08946726402059094,0,,7.25,29.508000767295496,False,0.9130000114440918,A,True,True,True,True,False,False,False,True,True,True
AMIX,2026-07-29,1785355200,2026-07-29T16:00:00-04:00,pullback,1785332100,65.81818181818181,4.56,289.97168759784904,68159585.0,352873547.9189515,168005.67243583204,707,714,4.190000057220459,4.649899959564209,10.97613117095841,5.349865176215299,0.8947369741930788,3.7012289955032625,267985.6289087931,6,2,3,1,4.465000152587891,40.20435882548109,0.9490619683250169,4.59,4.503351826266594,True,0.08664817373340572,1.8877597763269223,0.9999999999999984,4.676648173733406,4.763296347466811,139,5.165082343923324,4.478785715534706,4.400230296501811,0.06544884259988404,0.036727671264721234,0.08664817373340586,0,,7.25,30.698858214647895,False,0.9119999999999999,A,True,True,True,True,False,False,False,True,True,True
AMIX,2026-07-29,1785355260,2026-07-29T16:01:00-04:00,pullback,1785332100,63.283636363636376,4.4903,376.61806959961984,68159585.0,352873547.9189515,165404.06268632412,707,714,4.190000057220459,4.649899959564209,10.97613117095841,5.349865176215299,0.8947369741930788,3.7012289955032625,267985.6289087931,6,2,4,2,4.465000152587891,40.20435882548109,0.7117964762437626,4.569999999999999,4.455000152587891,False,0.11499984741210856,2.5164080396522666,1.345672457692382,4.684999847412108,4.7999996948242165,126,5.165082343923324,4.481088572427765,4.408808363501639,0.06397220704904516,0.028200828571105882,0.08545901846673397,1,ema9,7.25,23.304378747530567,False,0.8980600000000001,A,True,True,True,True,False,True,False,True,True,True
AMIX,2026-08-04,1785850680,2026-08-04T09:38:00-04:00,pullback,1785850260,90.13698290114249,6.940000057220459,682.7202143205066,21024369.0,124962669.43247604,6248133.471623803,92,93,6.300000190734863,7.429999828338623,17.936501641152347,3.433371433541928,1.0,2.511375361639052,15007681.016041756,1,1,1,1,6.650000095367432,69.02654717883213,0.43893543375734007,7.229900131225586,6.883579276924953,True,0.3463208543006324,4.790119476268968,1.0,7.576220985526218,7.922541839826851,73,5.8785323155840885,6.210420995036545,5.7548263614531905,0.41209927378728484,0.1771327328233405,0.3463208543006324,0,,7.429999828338623,0.5777870279198832,False,0.6940000057220459,A,True,True,False,False,True,False,True,False,True,False
AMIX,2026-08-04,1785852900,2026-08-04T10:15:00-04:00,pullback,1785850260,72.80548114501008,6.307400226593018,440.14746213530685,31937540.0,190254328.31995583,1619981.1736269952,120,126,5.699999809265137,6.760000228881836,18.596499212047483,3.7346752613397682,0.8104946019538373,2.5992699009746207,3488145.4714358645,6,1,1,1,6.28000020980835,45.28300274136273,1.070921163428658,6.668999919891357,6.378375181403043,True,0.29062473848831427,4.3578458836306115,1.0000000000000009,6.9596246583796715,7.250249396867986,81,5.9203275889202525,6.17358805703332,5.983940390677417,0.1736815316661886,0.07811379198429348,0.290624738488314,0,,7.429999828338623,2.6184966648249213,False,0.6307400226593018,A,True,True,True,False,True,False,False,True,True,False
AMIX,2026-08-04,1785855000,2026-08-04T10:50:00-04:00,pullback,1785850260,72.4657510087065,6.295000076293945,422.85943183340373,41038085.0,245615353.74222183,1323944.5168857337,159,161,5.620500087738037,6.449999809265137,14.758468260444966,3.328700657575667,1.0,2.429685470153799,2979638.686888218,2,1,1,0,6.240600109100342,25.244095293882975,0.578697916159317,6.415000209808349,6.230600109100342,False,0.1844001007080074,2.874514336352865,0.758413133174165,6.599400310516357,6.783800411224364,104,5.957592911582354,6.068167914584719,6.02603859651694,0.028337936910357797,0.03510796716007729,0.2431393822734093,0,,7.429999828338623,5.504333319955711,False,0.6295000076293946,A,True,False,True,True,True,False,True,True,True,False
AMIX,2026-08-04,1785855060,2026-08-04T10:51:00-04:00,pullback,1785850260,70.95889337202898,6.239999771118164,,41296316.0,247226715.12311745,1360288.2945362807,159,161,5.620500087738037,6.449999809265137,14.758468260444966,3.328700657575667,1.0,2.429685470153799,2979638.686888218,2,1,2,1,6.090000152587891,43.3996115169865,0.5688442385100858,6.33919979095459,6.096341818960231,True,0.24285797199435866,3.8310509212991355,1.0000000000000002,6.582057762948948,6.824915734943307,90,5.959232107647398,6.102534285891408,6.046415851240866,0.041705913622666735,0.03878075509790898,0.2428579719943586,0,,7.429999828338623,4.491514231245296,False,0.6239999771118164,A,True,True,True,False,True,False,True,True,True,False
AMIX,2026-08-04,1785855120,2026-08-04T10:52:00-04:00,pullback,1785850260,85.47670323942252,6.769899845123291,,42047385.0,252311377.02989435,1541060.9718815566,159,161,5.620500087738037,6.449999809265137,14.758468260444966,3.328700657575667,1.0,2.429685470153799,2979638.686888218,2,1,3,1,6.090000152587891,43.3996115169865,0.9211738258440404,6.859999904632568,6.588774654460264,True,0.2712252501723045,3.9537209029572384,1.0000000000000013,7.131225154804873,7.402450404977177,84,5.970855815076723,6.236007397737785,6.115319088753478,0.09397534955867126,0.0728401528271308,0.2712252501723041,0,,7.429999828338623,2.10157396239452,False,0.6769899845123292,A,True,True,True,False,True,False,False,True,True,False
AMIX,2026-08-04,1785855180,2026-08-04T10:53:00-04:00,pullback,1785850260,85.20548088372945,6.760000228881836,,42489085.0,255297269.13099146,1527879.5795447112,159,161,5.620500087738037,6.449999809265137,14.758468260444966,3.328700657575667,1.0,2.429685470153799,2979638.686888218,2,1,4,1,6.090000152587891,43.3996115169865,0.9299164753620177,6.859999904632568,6.591005045821274,True,0.26899485881129426,3.9212079089045124,1.0000000000000007,7.128994763443862,7.397989622255157,85,5.97885153976216,6.340805963966595,6.176717292575226,0.13306652969942956,0.08954506637431128,0.2689948588112941,0,,7.429999828338623,2.118999322979337,False,0.6760000228881836,A,True,True,True,False,True,False,False,True,True,False
AMIX,2026-08-04,1785856440,2026-08-04T11:14:00-04:00,pullback,1785850260,95.82465718348627,7.147600173950195,,48964921.0,298612580.55220366,2043210.4429296018,184,185,6.449999809265137,7.28000020980835,12.868223644765916,2.7095939708226093,1.0,2.775459933197098,5941654.821882248,1,2,1,0,6.909999847412109,44.5783354024992,0.6817413912777497,7.2799999809265135,6.96984651657987,True,0.3101534643466435,4.260349796143417,1.000000000000001,7.590153445273157,7.9003069096198,78,6.071926750559725,6.757240653317684,6.614995347053313,0.15193606477705668,0.0341810505455685,0.31015346434664315,0,,7.429999828338623,0.48363105576812787,False,0.7147600173950196,A,True,False,True,False,True,False,True,False,True,False
