date,ticker,nhd,filled,entry_min,entry,stop,mfe_r,bars_to_1r,bars_to_2r,stop_pct,after_hod,leg_pct,depth_pct_leg
2024-11-12,BTCT,False,True,442.0,4.53,4.46,6.428571428571405,0.0,1.0,1.545253863134664,False,7.441860465116286,50.0
2024-11-12,BTCT,True,True,535.0,4.98,4.83,0.5999999999999976,,,3.012048192771091,False,10.176991150442499,32.60869565217393
2024-11-12,BTCT,False,True,503.0,4.52,4.41,1.0909090909090975,2.0,,2.4336283185840584,False,10.765550239234454,48.888888888888815
2024-11-12,BTCT,True,True,597.0,4.96,4.87,133.77777777777797,0.0,0.0,1.8145161290322551,False,12.666666666666673,35.08771929824563
2024-11-12,BTCT,False,True,560.0,4.7899,4.7,0.0011123470522777178,,,1.8768659053424932,False,5.263157894736854,49.79253112033188
2024-11-12,BTCT,True,True,626.0,7.34,6.7,15.093750000000007,1.0,15.0,8.719346049046317,False,98.14583333333334,43.866600627373295
2024-11-12,BTCT,False,True,698.0,11.07,10.5,2.0,3.0,15.0,5.149051490514908,True,21.103896103896098,35.384615384615365
2024-11-12,BTCT,False,True,732.0,10.645,10.4,7.97959183673472,0.0,1.0,2.301550023485197,True,10.654281508552867,47.64173415912339
2024-11-12,BTCT,False,True,829.0,12.49,12.1919,0.3690036900368987,,,2.3867093674939936,True,5.932203389830502,44.0142857142857
2024-11-12,BTCT,False,True,888.0,10.75,10.63,11.83333333333341,0.0,1.0,1.1162790697674345,True,11.45194274028631,24.107142857142797
2024-12-04,SMX,False,True,714.0,5129784.6312,4902030.5435,0.20796674289503844,,,4.439837226591752,False,14.794134886083663,36.65953048084798
2024-12-04,SMX,False,True,786.0,6896136.0396,6563202.662,1.0899315812545927,1.0,,4.82782496876775,False,23.95273070228033,34.25633922767713
2024-12-04,SMX,True,True,823.0,8212535.282,7957614.4584,1.70219940596489,0.0,,3.104045399460602,False,21.269685444950575,21.92898845218341
2024-12-06,RADX,False,True,744.0,29.09,29.08,290.9999999999545,0.0,0.0,0.03437607425232576,True,56.42343411772921,37.30920911506033
2024-12-06,TNMG,True,True,290.0,339.0,306.0,0.030303030303030304,,,9.734513274336283,False,57.7736890524379,29.45859872611465
,,True,False,,,,,,,,,,
,,False,False,,,,,,,,,,
2024-12-06,TNMG,False,True,877.0,448.6,406.5,0.7661282660332528,,,9.38475256353099,True,43.75400384368995,30.966325036603223
2024-12-13,WKEY,True,True,618.0,5.9,5.45,1.6444444444444424,1.0,,7.6271186440677985,False,91.04477611940298,31.14754098360656
2024-12-13,WKEY,True,True,840.0,6.6456,6.35,0.9282814614343697,,,4.448055856506565,False,20.905923344947738,49.16666666666672
2024-12-13,WKEY,False,True,744.0,5.85,5.69,3.0625000000000155,9.0,10.0,2.7350427350427227,False,7.692307692307691,45.23809523809513
2024-12-13,WKEY,False,True,890.0,7.1854,7.05,2.3973412112260033,0.0,2.0,1.8843766526567727,False,14.80314960629922,25.531914893617035
2024-12-18,VNCE,False,True,598.0,2.1102,2.05,6.475083056478405,0.0,2.0,2.8528101601743927,False,19.444444444444436,28.57142857142861
2024-12-18,VNCE,True,True,605.0,2.4,2.25,0.2000000000000018,,,6.2499999999999964,False,26.903553299492387,47.16981132075472
2024-12-19,PRFX,True,True,433.0,37.5,35.35,1.7906976744186065,0.0,,5.73333333333333,False,51.683168316831676,22.605363984674298
2024-12-19,PRFX,False,True,577.0,29.75,26.5,16.430769230769233,2.0,3.0,10.92436974789916,False,31.07998509458362,47.95824811340715
2024-12-19,PRFX,False,True,697.0,62.6,58.65,0.29101265822784694,,,6.309904153354637,True,19.382022471910116,49.275362318840585
2024-12-19,PRFX,False,True,869.0,60.75,59.1,1.3636363636363649,0.0,,2.7160493827160472,True,9.729729729729728,33.333333333333286
2024-12-19,PRFX,False,True,945.0,52.4495,51.5,15.850974196945753,0.0,1.0,1.810312777052213,True,16.266375545851535,23.489932885906033
2024-12-20,EDBL,True,True,715.0,2460.375,2250.0,13.256684491978609,1.0,2.0,8.550525834476451,False,47.569669475048606,37.73841961852861
2024-12-20,EDBL,False,True,730.0,2891.25,2596.5,8.0,1.0,5.0,10.194552529182879,False,29.35323383084577,49.49152542372882
2025-01-14,ERNA,True,True,578.0,230.55,214.4625,1.9836829836829808,1.0,,6.977878985035786,False,48.73743016759776,42.96194406235671
2025-01-14,ERNA,False,True,775.0,227.2125,225.0,1.5423728813559257,0.0,,0.9737580458821613,True,6.857638888888889,39.24050632911393
2025-01-14,NNBR,True,True,640.0,3.91,3.64,2.814814814814814,1.0,2.0,6.905370843989769,False,29.887211864128112,34.107162504125874
2025-01-27,DWTX,False,True,772.0,19.26,18.52,0.18891891891891502,,,3.842159916926282,True,24.378109452736332,37.755102040816325
2025-02-21,MLGO,True,True,379.0,111.6,107.1,4.200000000000001,0.0,6.0,4.032258064516129,False,15.789473684210524,33.33333333333339
2025-02-21,MLGO,True,True,384.0,115.2,111.3,3.9230769230769167,1.0,2.0,3.3854166666666714,False,9.014084507042249,50.0
2025-02-21,MLGO,False,True,469.0,98.7,96.6,1.2857142857142818,2.0,,2.1276595744680935,False,10.491803278688518,46.87500000000003
2025-02-21,MLGO,False,True,594.0,102.6,87.9,16.91836734693879,12.0,38.0,14.327485380116949,False,20.754716981132077,49.09090909090906
2025-02-21,MLGO,True,True,687.0,192.0,185.1,1.6521739130434778,1.0,,3.593750000000003,False,17.98418622751314,49.178715451952385
2025-02-21,MLGO,True,True,700.0,219.0,207.6,1.4473684210526307,1.0,,5.205479452054797,False,19.039999999999996,43.69747899159664
2025-02-21,MLGO,True,True,727.0,258.6,246.6,3.7249999999999903,0.0,3.0,4.640371229698386,False,47.05882352941177,18.928571428571434
2025-02-21,MLGO,False,True,806.0,273.0,264.9,1.111111111111108,0.0,,2.967032967032975,False,26.40750670241285,30.45685279187819
2025-02-21,MLGO,False,True,842.0,272.097,267.3,0.1257035647279576,,,1.7629742334534997,False,7.159624413145533,36.06557377049165
2025-02-21,MLGO,False,True,940.0,232.8,228.0,0.0624999999999963,,,2.0618556701030974,True,11.604584527220622,23.45679012345676
2025-02-25,WAFU,False,True,411.0,3.57,3.42,2.533333333333337,0.0,3.0,4.201680672268905,False,16.720257234726688,40.38461538461538
2025-02-25,WAFU,True,True,592.0,5.95,5.6,4.3997142857142775,1.0,1.0,5.88235294117648,False,62.04188481675394,24.894514767932513
,,False,False,,,,,,,,,,
2025-03-03,EU,False,True,767.0,1.319,1.3,2.589473684210546,0.0,1.0,1.4404852160727752,True,5.555555555555561,42.857142857142854
2025-03-13,RGC,True,True,639.0,0.2629,0.2384,1.297959183673468,6.0,,9.3191327500951,False,58.05882352941175,30.699088145896656
2025-03-13,RGC,False,True,754.0,0.2731,0.2684,0.3404255319148929,,,1.7209813255217803,False,7.342657342657332,41.79894179894166
2025-03-13,RGC,False,True,875.0,0.262,0.2576,0.06818181818181045,,,1.679389312977105,False,7.4376787903555455,29.120879120879234
2025-03-13,RGC,False,True,921.0,0.2947,0.2863,16.88095238095234,0.0,0.0,2.850356294536823,False,12.226415094339616,34.259259259259274
2025-03-13,RGC,True,True,960.0,0.3866,0.3562,1.6414473684210535,1.0,,7.863424728401444,False,32.339993227226536,36.23036649214657
2025-04-02,APVO,True,True,831.0,1094.4,885.6,0.9655172413793096,,,19.07894736842106,True,193.32899975623624,48.33354347917454
2025-04-02,APVO,False,True,877.0,615.6,597.6,8.799999999999999,0.0,0.0,2.9239766081871346,True,24.948510229301128,44.02861860209135
2025-04-02,APVO,False,True,1058.0,982.8,946.8,1.2999999999999987,0.0,,3.6630036630036633,True,24.561403508771935,37.50000000000001
2025-04-02,APVO,False,True,1071.0,1015.2,986.4,0.12499999999999654,,,2.8368794326241202,True,23.651452282157667,42.10526315789474
2025-04-04,AREB,True,True,608.0,346000.0,321800.0,1.2725619834710744,1.0,,6.994219653179191,False,34.30769230769231,30.717488789237667
2025-04-09,LOVE,True,True,803.0,13.7,13.54,22.249999999999993,0.0,3.0,1.1678832116788331,False,6.346749226006194,24.390243902439146
2025-04-09,UVXY,False,True,422.0,254.1,248.25,2.38461538461539,3.0,37.0,2.302243211334118,False,10.20627417275462,34.526315789473635
2025-04-09,UVXY,False,True,622.0,250.6625,245.9,0.34383202099737975,,,1.8999650925048577,True,7.239683557836223,28.824571766095648
2025-04-09,UVXY,False,True,958.0,160.85,156.3,0.703186813186816,,,2.828722412185255,True,9.880692320618376,48.80952380952373
2025-04-22,NG,True,True,588.0,3.535,3.5047,0.3300330033003231,,,0.8571428571428569,False,5.029585798816566,26.647058823529232
2025-05-08,VEEE,False,True,643.0,183.52,179.08,3.6658333333333335,0.0,0.0,2.419354838709676,False,12.6984126984127,23.21428571428559
2025-05-08,VEEE,True,True,676.0,266.4,260.11,6.705882352941217,0.0,0.0,2.361111111111098,False,20.42668863261943,22.574401161383935
2025-05-08,VEEE,True,True,679.0,302.66,288.6,0.4210526315789444,,,4.645476772616138,False,16.430594900849844,36.206896551724085
2025-05-08,VEEE,False,True,762.0,262.33,259.37,0.5000000000000095,,,1.128349788434407,False,12.710566615620206,42.16867469879517
,,True,False,,,,,,,,,,
,,False,False,,,,,,,,,,
2025-05-08,VEEE,False,True,937.0,287.86,281.2,0.8333333333333319,,,2.3136246786632477,True,8.852005532503462,42.18750000000003
2025-05-08,ZKIN,False,True,281.0,1.6,1.57,0.6666666666666666,,,1.8750000000000016,False,7.284768211920537,45.45454545454545
2025-05-08,ZKIN,False,True,429.0,1.77,1.65,0.75,,,6.7796610169491585,False,22.44897959183674,45.45454545454549
2025-05-08,ZKIN,False,True,881.0,1.77,1.7,55.857142857142804,7.0,41.0,3.954802259887009,False,12.578616352201255,45.00000000000004
2025-05-08,ZKIN,False,True,680.0,1.35,1.32,0.3333333333333333,,,2.222222222222224,False,8.800000000000008,36.36363636363637
2025-05-08,ZKIN,False,True,772.0,1.65,1.62,2.0000000000000147,0.0,2.0,1.8181818181818064,False,8.447115698699939,30.935808197989036
2025-05-08,ZKIN,False,True,888.0,1.81,1.72,0.7777777777777753,,,4.9723756906077385,False,13.043478260869563,47.61904761904767
2025-05-08,ZKIN,True,True,971.0,3.15,3.01,0.14285714285714285,,,4.444444444444448,False,14.028776978417273,41.02564102564105
2025-05-08,ZKIN,False,True,1063.0,4.92,4.83,0.8888888888888911,,,1.829268292682924,True,11.358574610244984,33.333333333333336
2025-05-08,ZKIN,False,True,1117.0,4.23,4.09,0.07142857142856962,,,3.3096926713948123,True,10.389610389610388,40.00000000000004
2025-05-12,TAOP,False,True,577.0,6.036,5.982,260.500000000003,1.0,2.0,0.8946322067594331,False,7.1090047393364975,29.629629629629637
2025-05-12,TAOP,False,True,590.0,7.158,6.882,46.90217391304336,1.0,2.0,3.855825649622809,False,24.987456096337176,39.55823293172693
2025-05-12,TAOP,True,True,611.0,11.541,10.875,12.85585585585585,0.0,0.0,5.770730439303357,False,64.49843260188088,34.811664641555275
2025-05-14,HIT,False,True,580.0,0.9494,0.9493,375.0000000000411,0.0,0.0,0.010532968190434904,False,5.261441461028372,39.25619834710747
2025-05-14,HIT,False,True,611.0,0.995,0.975,13.24999999999999,1.0,3.0,2.010050251256283,False,6.992481203007512,32.41167434715826
2025-05-27,LVWR,False,True,672.0,1.7898,1.71,0.12781954887218014,,,4.458598726114655,False,25.34246575342467,32.43243243243245
2025-05-27,LVWR,True,True,700.0,2.29,2.21,3.8749999999999973,1.0,1.0,3.493449781659392,False,20.30456852791879,40.00000000000002
2025-05-27,LVWR,False,True,907.0,2.28,2.22,0.5000000000000074,,,2.631578947368404,False,11.650485436893193,33.33333333333321
2025-05-27,LVWR,False,True,907.0,2.25,2.16,0.6666666666666683,,,3.999999999999994,False,8.780487804878057,38.888888888888765
2025-05-27,LVWR,False,True,958.0,2.4699,2.37,0.4014014014013999,,,4.0446981659176435,False,12.217194570135748,40.74074074074069
2025-05-27,LVWR,True,True,977.0,2.96,2.86,1.2999999999999978,0.0,,3.3783783783783816,False,12.359550561797755,42.42424242424245
2025-05-29,SBET,False,True,645.0,42.95,41.26,37.79881656804723,3.0,8.0,3.9348079161816174,False,9.974424552429664,44.615384615384684
2025-05-29,SBET,True,True,648.0,44.49,43.26,3.097560975609742,4.0,5.0,2.764666217127453,False,7.323536497229581,42.43421052631577
2025-05-29,SBET,False,True,788.0,48.0487,46.7501,45.265131680271296,1.0,23.0,2.702674578084305,False,8.269662921348315,38.85597826086947
2025-05-29,SBET,True,True,814.0,51.3356,50.34,55.73965447971095,2.0,3.0,1.9393948838622634,False,5.339591836734691,48.78458951230683
2025-05-29,SBET,True,True,893.0,67.9812,65.22,14.06953498478921,11.0,12.0,4.061711178973013,False,12.810393027462576,43.38896020539151
2025-06-02,INM,True,True,478.0,7.65,6.66,1.717171717171716,2.0,,12.941176470588239,True,150.3978779840849,49.02998236331569
2025-06-02,INM,False,True,695.0,5.2944,5.2,0.9703389830508414,,,1.7830160169235467,True,6.163021868787268,45.1612903225806
2025-06-02,INM,False,True,1158.0,3.7301,3.66,0.7118402282453578,,,1.8793061848207835,True,5.042016806722693,49.99999999999988
2025-06-05,SCNI,True,True,546.0,48.7,39.0,2.0927835051546384,0.0,6.0,19.91786447638604,False,80.14440433212997,49.09909909909909
2025-06-16,SKYQ,False,True,626.0,13.5128,12.48,1.4779240898528263,1.0,,7.643123556923806,True,34.58646616541353,50.00000000000001
2025-06-17,PCSA,True,True,553.0,15.8575,14.56,1.1984585741811191,1.0,,8.182248147564241,False,52.849242606395755,24.249317561419467
2025-06-17,PCSA,False,True,601.0,14.65,13.7825,0.9798270893371757,,,5.92150170648464,False,24.792013311148093,40.85570469798655
2025-06-17,PCSA,True,True,606.0,18.0,16.85,0.5434782608695659,,,6.388888888888881,False,28.21825887338866,32.603254067584444
2025-06-17,PCSA,False,True,786.0,6.15,6.0575,15.5405405405405,0.0,2.0,1.5040650406504104,True,24.65,14.198782961460433
2025-06-17,PCSA,False,True,797.0,7.155,7.0675,1.9999999999999898,0.0,,1.222921034241794,True,19.599999999999994,33.26530612244897
2025-06-17,PCSA,False,True,851.0,6.5625,6.5,0.9200000000000017,,,0.9523809523809523,True,6.159999999999997,35.06493506493503
2025-06-26,CYN,True,True,435.0,9.0,8.27,4.0684931506849304,0.0,5.0,8.111111111111116,False,85.33604887983705,19.809069212410503
2025-06-26,CYN,True,True,533.0,13.0,12.55,63.422222222222324,6.0,6.0,3.461538461538456,False,13.207547169811313,42.20779220779214
2025-06-26,CYN,False,True,645.0,21.32,20.59,27.698630136986285,3.0,6.0,3.424015009380865,False,12.186192468619238,36.9098712446352
2025-06-26,CYN,True,True,663.0,28.7,26.86,6.978260869565218,7.0,9.0,6.411149825783972,False,42.619639077104495,30.050121334452207
2025-06-26,CYN,False,True,766.0,27.0,24.73,0.35242290748898714,,,8.407407407407405,True,30.5461575640406,36.075949367088626
2025-07-02,BGL,True,True,604.0,114.0,106.0,1.0512499999999996,1.0,,7.017543859649122,False,87.23994452149793,46.10492845786963
2025-07-03,BMNR,True,True,598.0,70.47,68.51,46.18877551020423,2.0,3.0,2.7813253866893626,False,10.752191970466074,49.928469241773925
2025-07-03,BMNR,False,True,633.0,87.6686,85.13,28.88655164263765,1.0,1.0,2.895677585817502,False,6.990881458966565,49.913043478260946
2025-07-03,BMNR,True,True,749.0,129.46,124.0,5.776556776556767,0.0,0.0,4.217518924764412,False,16.338815501705877,48.11772831679774
2025-07-14,IBG,True,True,758.0,20.0,18.895,14.70588235294117,1.0,2.0,5.525000000000002,False,16.546762589928058,47.13043478260872
2025-07-14,IBG,True,True,788.0,25.75,24.25,1.8316666666666659,0.0,,5.825242718446602,False,36.70886075949367,37.93103448275862
2025-07-14,IBG,False,True,1039.0,35.5,33.75,0.42857142857142855,,,4.929577464788732,False,24.347826086956523,28.571428571428573
,,False,False,,,,,,,,,,
2025-08-05,CWD,False,True,754.0,5.3,5.19,0.3636363636363658,,,2.075471698113197,True,10.986432724676117,46.425255338904364
2025-08-05,CWD,False,True,756.0,5.26,5.1001,0.8130081300813028,,,3.0399239543726138,True,11.25,44.42592592592584
2025-09-08,PL,True,True,570.0,7.77,7.69,5.625000000000071,0.0,0.0,1.0296010296010192,False,7.0460704607046125,40.384615384615344
2025-09-08,PL,True,True,594.0,8.22,8.06,9.300624999999988,2.0,7.0,1.9464720194647218,False,8.011726384364815,37.38819320214654
2025-09-09,ISPC,True,True,871.0,96.0,90.0,5.2,0.0,1.0,6.25,False,160.37735849056605,30.000000000000007
2025-09-09,ISPC,True,True,961.0,112.0,100.0,2.9666666666666663,0.0,0.0,10.714285714285714,False,95.0920245398773,43.870967741935495
